id,scene,view_id,type,scale,sigma,spp,width,height,filename,path
scene3_9_GN_25,scene3,9,GN,-,25,-,1024,1024,scene3_009.png,data\scene3\Noise_gaussian_25\scene3_009.png
scene3_9_RN32,scene3,9,RN,-,-,32,1024,1024,scene3_009.png,data\scene3\Noise_render_32spp\scene3_009.png
scene3_10_GT,scene3,10,GT,-,-,-,1024,1024,scene3_010.png,data\scene3\GT\scene3_010.png
scene3_10_LR,scene3,10,LR,x4,-,-,256,256,scene3_010.png,data\scene3\LR_x4\scene3_010.png
scene3_10_GN_10,scene3,10,GN,-,10,-,1024,1024,scene3_010.png,data\scene3\Noise_gaussian_10\scene3_010.png
scene3_10_GN_25,scene3,10,GN,-,25,-,1024,1024,scene3_010.png,data\scene3\Noise_gaussian_25\scene3_010.png
scene3_10_RN32,scene3,10,RN,-,-,32,1024,1024,scene3_010.png,data\scene3\Noise_render_32spp\scene3_010.png
scene3_11_GT,scene3,11,GT,-,-,-,1024,1024,scene3_011.png,data\scene3\GT\scene3_011.png
scene3_11_LR,scene3,11,LR,x4,-,-,256,256,scene3_011.png,data\scene3\LR_x4\scene3_011.png
scene3_11_GN_10,scene3,11,GN,-,10,-,1024,1024,scene3_011.png,data\scene3\Noise_gaussian_10\scene3_011.png
scene3_11_GN_25,scene3,11,GN,-,25,-,1024,1024,scene3_011.png,data\scene3\Noise_gaussian_25\scene3_011.png
scene3_11_RN32,scene3,11,RN,-,-,32,1024,1024,scene3_011.png,data\scene3\Noise_render_32spp\scene3_011.png
scene3_12_GT,scene3,12,GT,-,-,-,1024,1024,scene3_012.png,data\scene3\GT\scene3_012.png
scene3_12_LR,scene3,12,LR,x4,-,-,256,256,scene3_012.png,data\scene3\LR_x4\scene3_012.png
scene3_12_GN_10,scene3,12,GN,-,10,-,1024,1024,scene3_012.png,data\scene3\Noise_gaussian_10\scene3_012.png
scene3_12_GN_25,scene3,12,GN,-,25,-,1024,1024,scene3_012.png,data\scene3\Noise_gaussian_25\scene3_012.png
scene3_12_RN32,scene3,12,RN,-,-,32,1024,1024,scene3_012.png,data\scene3\Noise_render_32spp\scene3_012.png
scene3_13_GT,scene3,13,GT,-,-,-,1024,1024,scene3_013.png,data\scene3\GT\scene3_013.png
scene3_13_LR,scene3,13,LR,x4,-,-,256,256,scene3_013.png,data\scene3\LR_x4\scene3_013.png
scene3_13_GN_10,scene3,13,GN,-,10,-,1024,1024,scene3_013.png,data\scene3\Noise_gaussian_10\scene3_013.png
scene3_13_GN_25,scene3,13,GN,-,25,-,1024,1024,scene3_013.png,data\scene3\Noise_gaussian_25\scene3_013.png
scene3_13_RN32,scene3,13,RN,-,-,32,1024,1024,scene3_013.png,data\scene3\Noise_render_32spp\scene3_013.png
scene3_14_GT,scene3,14,GT,-,-,-,1024,1024,scene3_014.png,data\scene3\GT\scene3_014.png
scene3_14_LR,scene3,14,LR,x4,-,-,256,256,scene3_014.png,data\scene3\LR_x4\scene3_014.png
scene3_14_GN_10,scene3,14,GN,-,10,-,1024,1024,scene3_014.png,data\scene3\Noise_gaussian_10\scene3_014.png
scene3_14_GN_25,scene3,14,GN,-,25,-,1024,1024,scene3_014.png,data\scene3\Noise_gaussian_25\scene3_014.png
scene3_14_RN32,scene3,14,RN,-,-,32,1024,1024,scene3_014.png,data\scene3\Noise_render_32spp\scene3_014.png
scene3_15_GT,scene3,15,GT,-,-,-,1024,1024,scene3_015.png,data\scene3\GT\scene3_015.png
scene3_15_LR,scene3,15,LR,x4,-,-,256,256,scene3_015.png,data\scene3\LR_x4\scene3_015.png
scene3_15_GN_10,scene3,15,GN,-,10,-,1024,1024,scene3_015.png,data\scene3\Noise_gaussian_10\scene3_015.png
scene3_15_GN_25,scene3,15,GN,-,25,-,1024,1024,scene3_015.png,data\scene3\Noise_gaussian_25\scene3_015.png
scene3_15_RN32,scene3,15,RN,-,-,32,1024,1024,scene3_015.png,data\scene3\Noise_render_32spp\scene3_015.png
scene3_16_GT,scene3,16,GT,-,-,-,1024,1024,scene3_016.png,data\scene3\GT\scene3_016.png
scene3_16_LR,scene3,16,LR,x4,-,-,256,256,scene3_016.png,data\scene3\LR_x4\scene3_016.png
scene3_16_GN_10,scene3,16,GN,-,10,-,1024,1024,scene3_016.png,data\scene3\Noise_gaussian_10\scene3_016.png
scene3_16_GN_25,scene3,16,GN,-,25,-,1024,1024,scene3_016.png,data\scene3\Noise_gaussian_25\scene3_016.png
scene3_16_RN32,scene3,16,RN,-,-,32,1024,1024,scene3_016.png,data\scene3\Noise_render_32spp\scene3_016.png
scene3_17_GT,scene3,17,GT,-,-,-,1024,1024,scene3_017.png,data\scene3\GT\scene3_017.png
scene3_17_LR,scene3,17,LR,x4,-,-,256,256,scene3_017.png,data\scene3\LR_x4\scene3_017.png
scene3_17_GN_10,scene3,17,GN,-,10,-,1024,1024,scene3_017.png,data\scene3\Noise_gaussian_10\scene3_017.png
scene3_17_GN_25,scene3,17,GN,-,25,-,1024,1024,scene3_017.png,data\scene3\Noise_gaussian_25\scene3_017.png
scene3_17_RN32,scene3,17,RN,-,-,32,1024,1024,scene3_017.png,data\scene3\Noise_render_32spp\scene3_017.png
scene3_18_GT,scene3,18,GT,-,-,-,1024,1024,scene3_018.png,data\scene3\GT\scene3_018.png
scene3_18_LR,scene3,18,LR,x4,-,-,256,256,scene3_018.png,data\scene3\LR_x4\scene3_018.png
scene3_18_GN_10,scene3,18,GN,-,10,-,1024,1024,scene3_018.png,data\scene3\Noise_gaussian_10\scene3_018.png
scene3_18_GN_25,scene3,18,GN,-,25,-,1024,1024,scene3_018.png,data\scene3\Noise_gaussian_25\scene3_018.png
scene3_18_RN32,scene3,18,RN,-,-,32,1024,1024,scene3_018.png,data\scene3\Noise_render_32spp\scene3_018.png
scene3_19_GT,scene3,19,GT,-,-,-,1024,1024,scene3_019.png,data\scene3\GT\scene3_019.png
scene3_19_LR,scene3,19,LR,x4,-,-,256,256,scene3_019.png,data\scene3\LR_x4\scene3_019.png
scene3_19_GN_10,scene3,19,GN,-,10,-,1024,1024,scene3_019.png,data\scene3\Noise_gaussian_10\scene3_019.png
scene3_19_GN_25,scene3,19,GN,-,25,-,1024,1024,scene3_019.png,data\scene3\Noise_gaussian_25\scene3_019.png
scene3_19_RN32,scene3,19,RN,-,-,32,1024,1024,scene3_019.png,data\scene3\Noise_render_32spp\scene3_019.png
